metier_original,occurrences,traduction_fr,est_malgache
MANAO MANOEUVRE (RESAKA TRANO),6,FAIRE DES MANŒUVRES (TACHE MAISON),True
MPANDRAFITSE,6,MENUISIER,True
NAMBOTRA CHARBON,6,EMBALLAGE DE CHARBON,True
Mpamboly vary,6,Producteur de riz,True
MANAMBOTRA FIARA,6,ACHETER UNE VOITURE,True
MPAMIANATR ENY @EPP AMBALAHONKO,6,ENSEIGNANTE À @EPP AMBALAHONKO,True
MITATITRA ENTANA @ SARETY,6,ERREUR: The read operation timed out,True
MPANERA @ PARQUAGE,6,MPANER @ PARQUAGE,True
MANAMPY MAMBOLY VARY MADINIKA,6,AIDE À PLANTER DU PETIT RIZ,True
MIVAROTRA PRODUIT DE MER,6,VENDRE DES PRODUITS DU MARCHÉ,True
MIARAK'ANDRO,6,ENSEMBLE,True
MIKARAMA MIVAROTRA LAMBA,6,Embauche pour vendre du tissu,True
saraka antsaha,6,complètement séparé,True
AGENT PENITENCIER,6,AGENT PÉNITENCIAIRE,True
MPIVAROTRA AKORA AMPIASAINA @ FAMBOLENA,6,VENDEUR D'INGRÉDIENTS USAGÉS @ FAMBOLENA,True
MAMBOLY JIROFO,6,PLANTE de clous de girofle,True
MIVAROTRA ANAMAMY,6,VENDRE ANAMAMY,True
MISANGOTRA JIROFO,6,TENIR UNE LUMIÈRE,True
MAMPIANATRA EPP,6,ENSEIGNER LE PPE,True
MIAMBINA OMBY,6,GARDEZ LA VACHE,True
"MAMBOLY VARY,MANGAHAZO",6,"PLANT DU RIZ, RÉCOLTE",True
LIVREUER,6,BIBLIOTHÈQUE,True
MPIVAROTRA VOAKAZO,6,VENDEUR,True
MASSEUSE,6,MASSEUSE,True
MANAO SY MIVAROTRA YAOURT,6,FABRIQUER ET VENDRE DU YAOURT,True
MPIVAROTRA TOAKA MANDENDEHA,6,Marchand d'alcool ambulant,True
MPIVAROTRA KOJAKOJA,6,REVENDEUR DE PIÈCES,True
MIVAROTRA NEM,6,VENDRE NEM,True
MIKARAKARA KARAMA NY MPIASA,6,LES TRAVAILLEURS REÇOIVENT UN SALAIRE,True
MPANDRAFYTRA FANAKA,6,CHARPENTIER DE MEUBLES,True
MIVAROTRA ROFIAGNE,6,A VENDRE ROFIAGNE,True
MAMAROTRY TOAKY,6,VENDRE DE L'ALCOOL,True
MACONNERIE,6,MAÇONNERIE,True
MIAVAROTRA CHARBON,6,VENDRE DU CARBONE,True
MIV1ROTRA CHARBON,6,MIV1ROTRA CARBONE,True
MPIANTOKA CHARBON,6,ASSUREUR CARBONE,True
SUIVI DES DOSSIER ENVOYER PAR COURRIER ET FACTEUR,6,SUIVI DES DOSSIER ENVOYER PAR COURRIER ET FACTEUR,True
MIVAROTRA MOFO SY KAFE,6,VENDRE DU PAIN ET DU CAFÉ,True
MPIVAROTRA TRONDRO LENA,6,VENDEUR DE POISSON HUMIDE,True
MIVAROTRA VONIKAZO,6,VENDRE DES FLEURS,True
MPAMPIANATRA AMINY ECOLE PRIMAIRE,6,ENSEIGNANT DU PRIMAIRE,True
DIRECTEUR D ECOLE PRIMAIRE PUBLIC,6,DIRECTEUR D'ÉCOLE PRIMAIRE PUBLIQUE,True
"Mivarotra trondro maina,patsa,makamba,voamaina",6,"Vente de poisson séché, crevettes, crevettes, céréales",True
MAMAO SARAKA ANTSAHA,6,MAMA MOITIÉ SÉPARÉE,True
AGENT PORTEFEUILLE,6,AGENT DE PORTEFEUILLE,True
MANARATO ANDRANOMASINA,6,PÊCHE EN MER,True
MANDRARY LAFIKA,6,MAL DE DOS,True
ASSISTANT ADMINISTRATIF,6,ADJOINTE ADMINISTRATIVE,True
VOLY LAISO,6,RÉCOLTE DE CHOU,True
MANAO CROCHET,6,CROCHETER,True
CROCHET,6,CROCHETER,True
MIVAROTRA SY MANDRARY TSIHY,6,MAT VEND ET DÉCHARGE,True
PIVAROTRA ANANA,6,VENTE DE LÉGUMES,True
MIARALILA SOUS OFFICIERS,6,OFFICIERS DE MIARALILA NICE,True
CHAUFFEUR TAX BROUSSE,6,Chauffeur fiscal bruxellois,True
CAICIER,6,CAICIER,True
ADJOINT ADMINISTRATIF,6,ADJOINT ADMINISTRATIF,True
MPAMPIANATRA PRIMAIRE PUBLIC,6,ENSEIGNANT PRIMAIRE PUBLIC,True
MAçons,6,Maçons,True
"NAMBOLY VARY,VOMANGA,KATSAKA,TSARAMASO,POMA,OVY",6,"RIZ PLANTÉ, POMMES DE TERRE, MAÏS, SUCRERIES, POMMES, POMMES DE TERRE",True
"NANMBOLY VARY,OVY,KATSAKA,POMA,TSARAMASO,VOMANGA",6,"J'AI PLANTÉ DU RIZ, DES POMMES DE TERRE, DU MAÏS, DES POMMES, DU SUCRE, DES POMMES DE TERRE",True
MANJAITRA HARONA,6,PANIERS À COUDRE,True
MANAO TADY,6,FAIRE UNE CORDE,True
MAMBOATRA TADY,6,CONSTRUIRE UNE CORDE,True
MPAMBOLY LOJY SY VARY,6,GLOBE ET RIZICULTEURS,True
MANOEUVRFE,6,MANOEUVRE,True
MPAMPIANATRA FRANCAIS,6,PROFESSEUR DE FRANÇAIS,True
MIASA MANGAHAZO,6,TRAVAILLER POUR GAGNER,True
MITATITRA ENTANA AMIN'NY SARETY,6,TRANSPORTER DES CHARGES,True
MPITONDRA FIANGONANA,6,CHEF D'ÉGLISE,True
SURVEILLANT DE CEG  (ECOLE),6,SUPERVISEUR DE CEG (ÉCOLE),True
MPOMPISTE,6,POMPISTES,True
MPAMBOLY VOMANGA MANGAHAZO,6,PRODUCTEUR DE POMMES DE TERRE,True
MIVARO-DAMBA,6,MAGASIN DE TISSUS,True
MPAMBOLY MADINIKA ( VARY),6,PETITS AGRICULTEURS (RIZ),True
FIASANA TANY FAMBOLENA,6,TRAVAIL DES TERRES AGRICOLES,True
MANAMBOATRA BICYCLETE,6,RÉPARATION DE VÉLOS,True
MPANAMBOATRA ANGADY,6,FABRICANT DE CHARRUE,True
MPAMBOLY VARY ANKORAKA SY ANTANETY,6,RIZICULTEURS EN LIGNE ET EN LIGNE,True
MPANAMPY FIANAKAVIANA @ FIVAROTANA TRONDRO,6,AIDE FAMILIALE @ POISSONS,True
MIVAROTRA AKOHO AMAMBORONA,6,ACHETER DU POULET À VENDRE,True
MIVAROTRA VOANKAZO SY FIA SALY,6,VENTE DE LÉGUMES ET PLANTES DE SALY,True
MPANARATO ANDRANOMASINA,6,PÊCHEUR EN MER,True
MIPIKO JIROFO,6,LA LUMIÈRE CLIGNOTE,True
MPIVAROTRA MOFO GASY SY MOFO SIRA,6,REVENDEUR DE CUISSON AU GAZ ET AU SEL,True
CONSEILLER,6,CONSEILLER,True
ELECTRICIEN MIASA TENA,6,ÉLECTRICIEN INDÉPENDANT,True
MPIVAROTRA ZAVAM-PISOTRO,6,REVENDEUR DE BOISSONS,True
EMPLOYE DE BUREAU (ORGANISATEUR DES VOYAGES),6,EMPLOYÉ DE BUREAU (ORGANISATEUR DE VOYAGES),True
DOCKEUR,6,DOCKER,True
MPIOMPY BITRO,6,ÉLEVEURS DE LAPIN,True
MIKARAMA MATSAKA RANO,6,LOUER BEAUCOUP D'EAU,True
FAMBOLENA PETSAY,6,FAMBAY PETSAY,True
MANADIO THON,6,PROPRE THUN,True
MANERA AMIN'NY TAXI BROUSSE,6,ARRIVER EN TAXI BRUSSE,True
MAKA BARARATA,6,PRENEZ UNE CANNE,True
MAKA SY MIVAROTRA FANDREHITRA,6,SOLUTIONS D'ACHAT ET DE VENTE,True
MANOMANA TANY KABARO,6,PRÉPARER LA TERRE DE KABARO,True
"MAMBOLY VARY,TSARAMASO,ANGIVY",6,"CULTURE DU RIZ, DU SUCRE, DE L'ANGIVIE",True
Mamboly vary sy café,6,Cultivez du riz et du café,True
MAGASINIER EN QUINQUAILLERIE,5,MAGAZINIER EN QUINQUAILLERIE,True
Mampianatra@EPP,5,Enseignement@EPP,True
MANAO SAISIE,5,FAIRE UN ESSAI,True
MPIVAROTRA FRIPPERIE,5,REVENDEURS FRIPPERIE,True
MPIVAROTRA CHARBON SY VOAMAINA,5,Négociants en carbone et en grains,True
"NAMBOLY VARY,OVY,KAROTY,KATSAKA,VOMANGA,MANGAHAZO",5,"JE PLANTES DU RIZ, DES POMMES DE TERRE, DES CAROTTES, DU MAÏS, DES POMMES DE TERRE, DE LA MANGUE",True
"NAMBOLY VARY,KATSAKA,KAROTY,OVY,VOMANGA,MANGAHAZO,",5,"CULTURE DU RIZ, DU MAÏS, DES CAROTTES, DES POMMES DE TERRE, DES POMMES DE TERRE, DES MANGES,",True
MPANJONO ANDRANOMAMY MADINIKA,5,PETIT PÊCHEUR ARC-EN-CIEL,True
"MPIVAROTRA DIVAY, TOAKA GASY,RAKENA",5,"VENDEUR DE VIN, Fizzy Spirits, RAKENA",True
MANANGONA RONONO,5,COLLECTE DU LAIT,True
MPITONDRA POUSSE POUSSE,5,POUSSE POUSSE CONDUCTEUR,True
MPIARAKA OMBY,5,AMIS VACHE,True
MANAMBOATRA PANIER,5,CONSTRUIRE UN PANIER,True
MAMAKY KAKAZO,5,CAFÉ DE LECTURE,True
TECHNICIEN DE LABORATOIRE,5,TECHNICIEN DE LABORATOIRE,True
MAMBOLY VARY.MANGAHAZO,5,PLANTATION DE RIZ,True
MIVAROTRA LETCHI,5,VENDRE LETCHI,True
RESPONSABLE TRANSITE,5,RESPONSABLE DU TRANSPORT,True
MAMPIANATRA AMIN'NY UNIVERSITE,5,ENSEIGNEMENT À L'UNIVERSITÉ,True
PHARMACIENNE,5,PHARMACIE,True
CONTROLEUR QUALITE,5,CONTRÔLEUR QUALITÉ,True
MPIASA BIRAO,5,EMPLOYÉ DE BUREAU,True
FIOPINA OMBY,5,ÉLEVAGE BOVIN,True
CHEF D'EQUIPE,5,CHEF D'ÉQUIPE,True
AGENT DE CHANTIER,5,AGENT DE CONSTRUCTION,True
MPANAMPY FIANAKAVIANA @ FAMBOLENA VARY SY MANGAHAZ,5,AIDE FAMILIALE @ FAMBOLENA VARY ET MANGAHAZ,True
ELECTROTECHNICIEN,5,TECHNICIEN ÉLECTRIQUE,True
DIRECTRICE @ COLLEGE PRIVVE,5,DIRECTEUR @ COLLÈGE PRIVÉ,True
MPANOTRA OLONA TAPAKA TAOLANA,5,VISITEURS DES OS CASSÉS,True
MPIVAROTRA KOJAKOKO FIHAINGO VEHIVAVY,5,REVENDEUR DE BIJOUX POUR FEMMES,True
MIKARAMA MPANASA LAMBA,5,LOCATION D'UNE LAVE-LINGE,True
AIDE MENUSIEUR,5,ASSISTANT MENUSIEUR,True
MITONDRA TAXI,5,CONDUIRE UN TAXI,True
MPANAO ARINA,5,FABRICANT DE CHARBON,True
MPAMPIANATRA MALAGASY,5,PROFESSEUR D'ANGLAIS,True
MANAO SY MIVAROTRA MOFO GASY,5,FABRIQUER ET VENDRE DES CUISSON AU GAZ,True
MPANAO SIRA,5,SELIÈRE,True
DEMARCHEUR VOLAFOTSY,5,DÉMARCHEUR BLANC,True
MPIVARO-KEN'OMBY ENY@TSENA AMORONDALANA,5,VENDEUR DE BOEUF ENY@TSENA AMORONDALANA,True
MPIVAROTRA ANANA SY LEGUME AMORON DALANA,5,VENDEUR DE LÉGUMES ET LÉGUMES RUE AMORON,True
NAMBOLY VOAMANGA,5,MANGUES PLANTÉES,True
MANAO GATEAUX,5,FABRICATION DE GATEAUX,True
MANAO SARAKA ANTSAH,5,SÉPARÉ EN PARTIE,True
MANAMBOATRA MOTO,5,RÉPARATION DE MOTOS,True
MITAONA ENTANA AMIN KIBOTA,5,CHARGEMENT DE CHARGES À KIBOTA,True
MPIVAROTRA MOFO SY CAFE,5,BOULANGERIE ET ​​COMMERCE DE CAFÉ,True
MAMAKY FOLERA VANILLE,5,LIRE LE DOSSIER VANILLE,True
MAITRE FRAM AMIN'NY CEG,5,FRAM MAÎTRE DU CEG,True
MPAMPIANATRA AMIN'NY LYEE,5,ENSEIGNANTE À LYEE,True
"MANJAITRA AKANJO,GILET,ROBE",5,"COUDRE ROBES, GILETS, ROBES",True
KOMITIM-POKONTANY,5,COMITÉ COMTÉ,True
PENINTATIARE,5,Pénitencier,True
REGISEUR DE CAISSE COMMUNE SANDRANDAHY,5,REGISTRE DE LA CAISSE COMMUNE SANDRANDAHY,True
MPITONDRA POUSE POUSE,5,POUSE POUSE CONDUCTEUR,True
LOGISTICIEN ET MAGASINIER,5,LOGISTIQUE ET MAGASINIER,True
GESTIONNAIRE CLIENTEL,5,CHEF DE CLIENTÈLE,True
PANAMPY AO ATRANO,5,ASSISTANCE À CÔTÉ,True
ANGENT DE SECURITE,5,AGENT DE SÉCURITÉ,True
SARAKATSAHA£,5,SARAKATSAHA£,True
MANAMBOTRA CROISSANT,5,ACHETER DES CROISSANTS,True
SECRETARIAT,5,SECRÉTARIAT,True
FANDRARINA,5,INTERDICTION,True
MPITARIKA POSY MITONDRA OLONA,5,CHAUFFEUR DE BILLETS TRANSPORTANT DES PERSONNES,True
MITONDRA SARETY (TSY TOMPONY),5,CONDUIRE UN WAGON (NON PROPRIÉTÉ),True
SERVEUSE AMINY GARGOTTE,5,SERVEUSE AMINY GARGOTTE,True
MIVAROTRA JUS NATUREL,5,VENDRE DES JUS NATURELS,True
MPIVAROTRA GLACE,5,VENDEUR DE GLACE,True
MITRANDRAKA VATO QUARTZ,5,PIERRE DE QUARTZ MINIÈRE,True
RASAZY,5,RUSSE,True
MIBATA ENTANA AMIN'NY MAGASIN MPANAO TRONDRO MAIKY,5,CHARGEMENT AVEC LE MAGAZINE DE PÊCHE,True
MANAMPY MPANAMBOATRA HARATO,5,AIDER LES CRÉATEURS DE RÉSEAU,True
DIRECTEUR NY BOA,5,DIRECTEUR DU BOA,True
MIASA ANATY TOKAN-TRANO KILASY MANDRY,5,TRAVAILLER DANS UNE MAISON DE CLASSE DORME,True
Sarakantsaha,5,Entrepreneur,True
MANAMPY MIVAROTRA PPN @GROSSISTE,5,AIDEZ À VENDRE PPN @GROSSISTE,True
MPIVAROTRA FYA,5,CONCESSIONNAIRE FYA,True
MPITODRA POSY,5,conducteur de pousse-pousse,True
MIKARAMA MAMBOLY VARY,5,Embauche pour planter du riz,True
MPAMPIANATRA @ ECOLE PRIMAIRE,5,ENSEIGNANTE À L'ÉCOLE PRIMAIRE,True
MIVAROTRA TOAKA ENY ANTSENA,5,VENTE D'ALCOOL DANS LA BOUTIQUE,True
FEMME DE SURFACE AO AMIN'NY UNIVERSITE MAHAJANGA,5,FEMME DE SURFACE À L'UNIVERSITÉ DE MAHAJANGA,True
MAçON AMIN'NY FANAMBOARANA TRANO,5,MAÇON POUR LA CONSTRUCTION DE BÂTIMENTS,True
SECRETAIRE ADMINISTRATIF LYCEE,5,SECRÉTAIRE ADMINISTRATIF DU LYCÉE,True
MANAO PLAN TRANO,5,FAIRE UN PLAN DE MAISON,True
MAHANDRO,5,CUISSON,True
CYCLO POUSSE,5,CYCLE DE POUSSE,True
CHAUFFEUR TAXIBE,5,CHAUFFEUR DE TAXI,True
OMBIASA (DADARABE),5,OMBIASA (DADARABE),True
MANAO MOFO CROISSSANT,5,FAIRE DU PAIN CROISSANT,True
MANAMBOTRA JUS SY YAOURT,5,RAMASSER DU JUS ET DU YAOURT,True
MANAO CROISSANT,5,FAIRE DES CROISSANTS,True
MIVAROTRA ENTA MADINIKA SY VARY FOTSY,5,VENTE DE PETITES MARCHANDISES ET DE RIZ BLANC,True
DEMARCHEUR VANILLE,5,DEMARCHEUR VANILLE,True
AGENT DE PARC,5,AGENT DE PARC,True
MPIKARAKARA JIROFO,5,PROFESSIONNEL LÉGER,True
MPAMBOLY VOANJO SY LOJY,5,PRODUCTEUR D'ARACHIDES ET DE LOGOS,True
MPAMBOLY LOJY SY ATSANJY ARY KATSAKA,5,"JARDINIÈRES D'HÉBERGEMENT, LÉGUMES ET MAÏS",True
MANAMPY MAMBOLY LOJY SY ATSANJY,5,AIDEZ À PLANTER DES PLANTES ET DES LÉGUMES,True
MPAMBOLY ATSANJY,5,JARDIN AGRICULTEUR,True
MPAMBOLY BARANJELY,5,PRODUCTEUR D'AUBERGINES,True
MANAMPY AMINY FAMBOLENA MANGAHAZO,5,AJOUTER À SA PLANTATION DE LÉGUMES,True
MPANAMBOATRA SARIBAO,5,FABRICANTS DE CHARBON,True
ADJOINT FOKONTANY,5,DÉPUTÉ DE DISTRICT,True
MIVAROTRA SOLDE ENTANA KARAZANY MARO,5,VENDUE VENDU DE NOMBREUX TYPES D'ARTICLES,True
MIANDRY OSY,5,EN ATTENDANT UNE CHÈVRE,True
CHAUFFEUR AMIN'NY SOCIETE SALAMA,5,CHAUFFEUR D'UNE SOCIÉTÉ SAINE,True
MPIAVOTRA HANIMASAKA,5,CONCESSIONNAIRE HANIMASKA,True
MPITONDRA TAXI MOTO,5,CHAUFFEUR DE TAXI MOTO,True
ASA VOLAMANENA,5,TRAVAIL D'OR,True
MAMPIANATRA AMIN'EPP,5,ENSEIGNER AVEC EPP,True
FEMME DE MENAGE AMIN'NY HOTEL,5,FEMME DE MENAGE D'HÔTEL,True
MANAO LASOPY,5,FAIRE DE LA SOUPE,True
MANIVANAVOLAMENA,5,LUMIÈRE DORÉE,True
MANDOKO TOMOBILE,5,Peindre des voitures,True
MIKARAKARA VANILLE,5,À LA RECHERCHE DE LA VANILLE,True
MPISERA VY,5,FERRONNISTES,True
MIKARAMA MANAO SOUDURE AMIN'OLONA,5,Embaucher des personnes pour souder,True
NIASA NITSIMPONA KARETSIKA,5,NOUS AVONS TRAVAILLÉ POUR RÉCUPÉRER NOS VOITURES,True
MIVAROTRA MENAKA KINANA,5,ERREUR: The read operation timed out,True
ANIMATRICE DE SANTE,5,ANIMATEUR DE SANTÉ,True
MANAMBOATRA TOMOBILE,5,RÉPARATION DE VOITURES,True
MIVAROTRA LAMBA FRIPY,5,VENDRE TISSU FRIPY,True
MACON MIARAKA AMIN OLONA,5,MACON AVEC DES GENS,True
RESPONSABLE @FANADIOVANA,5,RESPONSABLE @FANADIOVANA,True
MAMPIANATRA 10 ème,5,ENSEIGNEMENT 10 ème,True
MANAMNBOATRA TOAKA,5,FABRICATION D'ALCOOL,True
MPIVARITRA FIA,5,CONCESSIONNAIRE AUTOMOBILE,True
PERSONELLE AO AMIN'NY MEN,5,PERSONNEL CHEZ LES HOMMES,True
MPAMPIANATRA MPANAMARI-DRARAHA,5,ENSEIGNANT CERTIFICAT,True
Chef ZAP à Tsiamalaho Sud,5,Chef ZAP à Tsiamalaho Sud,True
Responsable de personnel au SISCO Befandriana Nord,5,Responsable du personnel chez SISCO Befandriana Nord,True
MIONPY,5,TÔT,True
PASCOMA,5,PASCOM,True
MIVAROTRA ETAMADINIKA,5,VENDRE ETAMADINICA,True
AMBASSADEUR DE DEVELOPPEMENT,5,AMBASSADEUR DU DÉVELOPPEMENT,True
MIVAOTRA RAFIA,5,VENTE DE RAFIA,True
INSPECTEUR,5,INSPECTEUR,True
MPAMPIANTRA ENY @CEG,5,ENSEIGNANTE AU @CEG,True
MPIVAROTRA FIRAVAKA,5,REVENDEUR DE BIJOUX,True
MANAO CHARBON DIA VAROTANA,5,"FABRIQUER DU CARBONE, C'EST VENDRE",True
GARDIEN DE FERME DE CANNE A SUCRE,5,GARDIEN DE FERME DE CANNE A SUCRE,True
MIASA TANIM-BARY,5,TRAVAILLER DANS UN DOMAINE DE VIN,True
MIANTOKA POMMA ENY AMIN'NY TANTSAHA,5,POMMA GARANTI DU FERMIER,True
GENDARME ADJUDANT CHEF,5,ADJUDANT-CHEF GENDARME,True
MANASA LAMBA @ TOKANTRANO MARO,5,LAVAGE DES VÊTEMENTS DANS DE NOMBREUSES MAISONS,True
MANAO MANOEUVRE FANAMBOARANA TRANO,5,RÉALISER DES TRAVAUX DE RÉPARATION À DOMICILE,True
MANASA LAMBA ANOLONA,5,LAVAGE DES VÊTEMENTS VIVANTS,True
MIVIDY SY MIVAROTRA GLACE,5,ACHETER ET VENDRE DES GLACES,True
MAMPIANATRA MATHEMATIQUE @CEG,5,ENSEIGNEMENT DES MATHÉMATIQUES @CEG,True
MPIKARAMA MAMAKY HAZO,5,EMPLOYÉ DE BRISAGE DE BOIS,True
MPITRADRAKA VOLAMENA,5,MINEUR D'OR,True
MPIAMBINA TANANA ZAZA MAINTY,5,GARDE DE VILLE NOIR BÉBÉ,True
MIASA AMINANDRO,5,TRAVAILLER DANS LA JOURNÉE,True
MPIAVA VARY,5,ACHETEUR DE RIZ,True
MANAMBOATRA VARAVARANA VY,5,RÉPARATION DE PORTES EN FER,True
FORMATEUR CRINFP AMBOHIMANGAKELY,5,CRINFP FORMAT AMBOHIMANGAKELY,True
MAMPIANATRA MALAGASY AMIN'NY LYCEE MORARANO CHROME,5,ENSEIGNEMENT DE L'ANGLAIS AU LYCÉE MORARANO CHROME,True
MITANDRO NY FILAMINANA,5,MAINTENIR LA PAIX,True
DEMARCHEUR HAZAN-DRANOMAMY,5,DEMARCHEUR HAZAN-DRANOMAMIE,True
MIHAZA TRONDRO,5,POISSON DE CHASSE,True
MIVAROTRA PATY MASAKA,5,VENDRE DES PÂTES CUITES,True
SOUDEURS,5,SOUDEURS,True
MAMPIANATRA @EPP,5,ENSEIGNEMENT @EPP,True
MANAO GRAVILLION,5,FAIRE DES GRAVILLONS,True
MAMPIDITRA ATODY ANATY ALVEOL,5,INTRODUCTION DE L'ŒUF DANS L'ALVÉOLE,True
TALE FAMPIANARANA,5,DIRECTEUR DE L'ÉDUCATION,True
RESPONSABLE TECHNIQUE,5,RESPONSABLE TECHNIQUE,True
GARDIAEN MA FOAM,5,MOUSSE GARDIEN MA,True
SAGE FEMME AMIN'NY CSB,5,SAGE FEMELLE AU CSB,True
MIVAROTRA LAMBA MANDEHANDEHA,5,VÊTEMENTS DE MARCHE À VENDRE,True
MANAMBOATRA VOVO,5,POUDRE DE CONSTRUCTION,True
MITONDRA POSSY,5,APPORTEZ UN POISSI,True
MIKARAMA MIARAKANDRO OMBY,5,embaucher un conducteur de bétail,True
MIVAROTRA KAPA SY FITAFY,5,VENDRE DES CHAUSSURES ET DES VÊTEMENTS,True
"MAMBOLY VARY,BALAHAZO",5,"CULTURE DU RIZ, BAYABOS",True
MAMBOLY AVOTRA,5,PLANTER UNE RÉDEMPTION,True
MPIVAROTRA VOKATRA LEGIOMA,5,REVENDEUR DE PRODUITS VÉGÉTAUX,True
MITONDRA BAJAJA,5,CONDUIRE UNE BAJAJA,True
BAR MAN,5,HOMME DE BAR,True
ELECTRICIEN AUTO-MOBILE,5,ÉLECTRICIEN AUTOMOBILE,True
MAMPIANATRA AMINY SEKOLY AMBARATONGA 1,5,ENSEIGNER AU SECONDAIRE 1,True
MANAMPY MITETIKA HENA,5,AJOUTER DE LA VIANDE,True
MANJONO FILAO AN-DRANOMASINA,5,PÊCHE EN MER,True
CHAUFFEUR TAXI BROUSSE TANA SAMBAVA,5,CHAUFFEUR DE TAXI BROUSSE TANA SAMBAVA,True
MPAMBOLY VANILLE CAFE GIROFLE,5,GIROFLE CAFÉ PRODUCTEUR DE VANILLE,True
MASOKINERAPEUTE @HOPITALIM-PANJAKANA,5,MASOKINERAPEUTE @HOPITALIM-PANJAKANA,True
ELECTR0NIQUE,5,ÉLECTRIQUE,True
ISPECTEUR DE POLICE,5,INSPECTEUR DE POLICE,True
MANAO COMPOSE SY LASOPY,5,FAIRE COMPOSE ET SOUPE,True
MPANAMPY FIANAKAVIANA @ FANAMBOARANA COMPOSE SY LA,5,AIDE FAMILIALE @ FANAMBOARANA COMPOSE SY LA,True
GERANT GROSSISTE TELMA,5,RESPONSABLE GROS TELMA,True
RAF ONN,5,RAF ONN,True
DIRECTRICE ECOLE PRIVEE,5,DIRECTEUR D'ÉCOLE PRIVÉE,True
MPIVAROTRA PPN EPICERIE,5,CONCESSIONNAIRE PPN EPICE STORE,True
NANETSA VARY,5,RIZ SALÉ,True
BOUCHIER,5,BOUCHIER,True
TALEM-PARITRA NY FOP,5,DIRECTEUR RÉGIONAL DE LA FOP,True
SARAKA ANTSAH,5,PARTIELLEMENT DIFFÉRENT,True
MIVAROTRA LEGUOME,5,VENDRE DES LÉGUMINEUSES,True
MPIANDRY OMBY(TSIMIASY),5,ÉLEVEURS DE VACHES,True
MITONDRA POUSSE POUSSE,5,APPORTEZ POUSSE POUSSE,True
"MPANAO GRAVILLON, KAIASY",5,"FABRICANT DE GRAVILLON, KAIAS",True
MITSIPONA VOANEMBA,5,RÉCOLTE DES LÉGUMES,True
MACHINISTE MITETIKA HAZO,5,MACHINISTE DE COUPE DU BOIS,True
MANOUEVRE AGRICOLE,5,MANŒUVRES AGRICOLES,True
MANAO TESTE AO AMIN'NY LABORATOIRE,5,FAIRE DES TESTS EN LABORATOIRE,True
MIVAROTRA LAMBA SY SAVATE,5,VENTE DE TISSU ET SAUVAGE,True
MIASA @ FITOTONA VARY,5,TRAVAIL @ FITTONA VARIER,True
MAGNETSA VARY,5,AIMANTS À RIZ,True
MPIVAROTRA KITAY FANDREHITRA,5,REVENDEUR DE BOIS DE CHAUFFAGE,True
MANDRARY SY MIVAROTRA HARONA TSIHY,5,VENDRE ET VENDRE PANIER À TAPIS,True
MAMBOLY VARIY,5,PLANTATION DE RIZ,True
MPAMBOLY OVY,5,PRODUCTEUR DE POMMES DE TERRE,True
GEOMETRE,5,GÉOMÉTRIE,True
MPIVAROTENA,5,VENDEUR,True
PIVAROTRA CHARBON,5,VENTES DE CARBONE,True
ADJOINT STATISTIQUE,5,ASSISTANT STATISTIQUE,True
RESPONSABLE PERSONNELLE DE SANTE,5,RESPONSABLE DU PERSONNEL DE SANTÉ,True
MANARATO HAZAN-DRANOMASINA,5,PÊCHE DU POISSON DE MER,True
TECNICIEN DE MAINTENANCE,5,TECHNICIEN D'ENTRETIEN,True
Conseillée Animateur,5,Consultante en animation,True
AGENT SECURITE AU G4S,5,AGENT DE SÉCURITÉ AU G4S,True
EDUCATRICE AKANY AVOKO,5,ÉDUCATEUR SECONDAIRE,True
MPANAMPY MPIASAN'OLONA,5,ADJOINT DU PERSONNEL,True
MPANAMPY MIKARAKARA TOKATRANO,5,AIDE DE COUR,True
MANANGONA KITAY,5,COLLECTE DU BOIS DE CHAUFFAGE,True
MANDRARY LAFIKY,5,MAL DE DOS,True
PROFESSEUR,5,PROFESSEUR,True
MIVARITRA LAMBA SY SAVATE,5,NOUS VENDONS DU TISSU ET DU SAUVAGE,True
SAKATSAHA,5,QUELQUE CHOSE,True
MAJAITRA BE MIRAY,5,GRANDS ÉGOUTS ENSEMBLE,True
PLOGEUR,5,LABOUREUR,True
MIVAROTRA RANO FISOTRO,5,VENDRE DE L'EAU POTABLE,True
MAMBOATRA YAOURT,5,FAIRE DU YAOURT,True
MPAMBOLY HONKO AMIN EDEN,5,PRODUCTEURS DE MANGUES À EDEN,True
MAMBOLY VARYµ,5,PLANTATION DE RIZµ,True
MIVAROTRA PRODUIT,5,VENDRE DES PRODUITS,True
FIASANA ANY AMINY BIRAO,5,TRAVAILLER DANS LEUR BUREAU,True
FIKARAKARANA TOKATRANO,5,ENTRETIEN DU JARDIN,True
MIVAROTRA FRITE AKONDRO,5,FRITES DE BANANE À VENDRE,True
SECRETAIRE AO AMIN'NY DOMAINE,5,SECRÉTAIRE DE TERRAIN,True
TECHNICIEN DE SURFACE @ HOPITALY BE,5,TECHNICIEN DE SURFACE @ BE HOSPITAL,True
ASSISTANT EXPERT GEOMETRE,5,ASSISTANT EXPERT GÉOMÉTRIE,True
MANDRAFITRA TRANO(MAçON),5,PLANIFICATION DE MAISON (MAÇON),True
CHAUFFEUR POIDS LOURD,5,CONDUCTEUR LOURD,True
CHAUFFEUR PARTICULIER,5,CHAUFFEUR PRIVÉ,True
